text,BIO_anno,class,bank_topic
一周左右吧，工商的卡就是的,O O O O O O O O O O O O O,2,
有20个银行的盾在手，太开心了,O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,
根本没有什么活动。大武汉ok金卡，大武汉ok白金卡，在使用过了以后，都已经销户。,O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O B-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT I-PRODUCT O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2,工商银行
上个月可以兑换话费和e卡，我都兑换完了，积分都用了,O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O,2,
周五投诉的时候打电话要求剩余的个性化分期付款。,O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O,2,中国银行
https://creditcardapp.bankcomm.com/rccd/group/index.html?trackCode=A110610448194&teamId=465cb9dd-1b9a-4fe1-a582-13a58db25d86&entryRecomId=null#forshare新团,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2,交通银行
客服打电话问一下，没准把你忘了,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,中国银行
找客服，确定疫情期间办理延期成功的，能撤销，我上海银行一样的情况，半年后才想起来，撤销了,O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-COMMENTS_N I-COMMENTS_N O O B-BANK I-BANK I-BANK I-BANK O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2,工商银行
这个还需要交利息税,O O O O O O B-COMMENTS_N I-COMMENTS_N O,2,中国银行
砖多就去网点搞，不然就等着，安心等着,O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2,
中信iiiiiiii白23k,B-BANK I-BANK O O O O O O O O O O O O,2,招商银行
https://creditcardapp.bankcomm.com/rccd/group/index.html?trackCode=A02241038390&teamId=a6881a2c-813d-4020-ba56-3dad61ff7c62&entryRecomId=null&saleCode=,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2,交通银行
我也是标白，几年没反应了，放弃挣扎,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2,
微信微信官方账号只需要卡和手机验证码激活,O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N,2,中国银行
呵呵你牛鼻。,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,民生银行
有个哥，第一怼成功？,O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,民生银行
建行APP申请的，没有登录也没有建行账户，支付白银联单标，我看某个帖子说的可以申请单标的支付白就试了试,B-BANK I-BANK O O O O O O O O O O O O O O B-BANK I-BANK B-COMMENTS_N I-COMMENTS_N O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N B-PRODUCT I-PRODUCT O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT I-PRODUCT O O O O,2,建设银行
基本一样。不过这是详细版本的,O O O O O O O O O O O O O O,2,工商银行
我27000是秒到的征信跟你一样,O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O,2,工商银行
卡太多，年费要扣。我的帐户已关闭，只剩下一个卡,O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O,2,中国银行
这个我也没碰到过，问问银行吧，如果分期不了的话，肯定是还的越少越好，别冒险，再还25000，给你降了，更转不动了。...,O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O,2,工商银行
不好说，有些更快,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,民生银行
楼主怎么出的预审批？买的基金多少啊？这4个月预审批就是一直是1W吗？,O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O B-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O O O O O O,2,建设银行
我说的七月份开始。没有啥姿势不对。同样的消费，六月份就有积分。七月份的消费都入账了，积分还没到账，有点奇怪。...,O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-PRODUCT I-PRODUCT O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-PRODUCT I-PRODUCT O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O,2,招商银行
什么时候申请的，我申请工行的一周就批了,O O O O O O O O O O O B-BANK I-BANK O O O O O O,2,
这垃圾去营业厅年费领,O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2,工商银行
反撸了吧。坑啊,O O O O O B-COMMENTS_ADJ O,2,
大妈的审核是真慢，我首卡时也等了差不多一个月，不过三个月是过分了,O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-PRODUCT I-PRODUCT O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O,2,工商银行
小程序是哪一个？,O O O O O O O O,2,工商银行
好像是有效期免~年费首年免,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O,2,
请问怎么叫，我也刚收这个短信,O O O O O O O O O O O O O O,2,招商银行
恭喜恭喜！社保卡还是中行的，万年拒，或者0额度！,B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-BANK I-BANK O O O O B-COMMENTS_ADJ O O O O B-COMMENTS_N I-COMMENTS_N O,2,建设银行
城市里所有银行都在你附近，你可以去百度找工作。心累啊,O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,
啥卡里面。你需要驾驶执照。车主卡啊,O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O,2,
我也在开发老婆的额度来用嘿嘿,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O,2,工商银行
对！我每个月只拿这9块钱！,O O O O O O O O O O O O O,2,中信银行
，但是农行现在已经废除了,O O O B-BANK I-BANK O O O O O O O,2,
大妈金卡无上限，白金无下限没听过？,O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O,2,工商银行
银联白十三万额度，,B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_N I-COMMENTS_N O,2,招商银行
有民生卡员,O B-BANK I-BANK O O,2,民生银行
内容是什么？这是招商外包电话，大部分都是卖产品的,O O O O O O O O B-BANK I-BANK O O O O O O O O O O O O O O,2,招商银行
学历没有问题的...就是不给过，不知道什么原因，可怜,O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,
k代表什么啊？完全不清楚,O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2,
钻石卡在像你招手:D,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O,2,招商银行
都显示征信总额度了,O O O B-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O,2,招商银行
需要大堂经理操作，不给办,O O O O O O O O O O O O,2,工商银行
不点下啊我成功了呢,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2,中国银行
一步步上岸??逐步销卡呗,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2,
初步审核估计能提交,O O B-COMMENTS_N I-COMMENTS_N O O O O O,2,中信银行
口水流成河，我打算注销了,O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,
已经下卡了，23k。要去网点激活。,O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2,民生银行
房贷知道会还。信用卡不想还？你想想，都是银行,B-PRODUCT I-PRODUCT O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O,2,建设银行
我没试过这种操作，你到时试试看,O O O O O O O O O O O O O O O,2,招商银行
这里有在职员工？在职就高,O O O O O O O O O O O B-COMMENTS_ADJ,2,
建：全球支付白金卡51k,O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O,2,工商银行
这卡有银联通道吗？绑支付宝能刷吗？,O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O,2,工商银行
e招贷还清多久,B-PRODUCT I-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,招商银行
会，我是19年双十二申请，15号是周日上午终身通过，下午制卡，出卡号。,O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O,2,民生银行
怎么刷星，我好想赶紧五星啊，工商的星升的太慢了,O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O O,2,
人工打了，说确定卡片已经审核通过，现在处于录游阶段。听不懂啥意思，叫我耐心等待，额度也无法查到。只能等,O O O O O O O O B-PRODUCT I-PRODUCT O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,招商银行
直接申请无界卡?,O O O O B-PRODUCT I-PRODUCT I-PRODUCT O,2,
兴业pass金67k,B-BANK I-BANK O O O O O O O O,2,建设银行
是南宁吗？我的等到花都谢了，都没收到短信，浦发的啊，等好久,O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,
你是行太多了,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,招商银行
你就按征信的来，前缀就玩了，激活填一张单子，柜台激活。,O O O B-PRODUCT I-PRODUCT O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2,民生银行
这样会不会很多条贷后管理？,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O,2,民生银行
失败2w内可靠提一下，以上都要发头像,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O,2,中国银行
拒绝不然你会越馅越进去的,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O,2,民生银行
这个有啥用，好象也有一张，是信用卡么,O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O,2,
哎，这里也来屠版了,O O O O O O O O O,2,工商银行
别点了，好像点一次查一次征信,O O O O O O O O O O O O B-PRODUCT I-PRODUCT,2,工商银行
也是水一帖,O O O O O,2,工商银行
信用卡没钱时候一张一万块应急就行，能不用就别用，用了后你很难存钱，努力找个收入高的，一年存个5万以上，过来人经验...,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O,2,招商银行
我只有首次绑卡交易收到了那个0元验证,O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O,2,中国银行
我的惠民贷点进去显示的是最高20万，没看见预审批额度,O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N,2,交通银行
消了吗？现在用着工行的收款码。。,O O O O O O O O B-BANK I-BANK O O O O O O,2,工商银行
是不是不是经典时间就没戏,O O O O O O O O O O O O,2,招商银行
面签才知道额度吧,O O O O O B-COMMENTS_N I-COMMENTS_N O,2,建设银行
中信喜欢冷冻,B-BANK I-BANK B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N,2,中信银行
说没卡了，让办其他的，建行逗都,O O O O O O O O O O O B-BANK I-BANK O O,2,
刷2万以上，每满5000就能刮奖的活动你没有吗？工商银行都有这个活动的啊,O O O O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK I-BANK I-BANK O O O O O O O O,2,
怎么处理的，我也这样,O O O O O O O O O O,2,工商银行
我这短信24号就回了啊27号显示受理30号已开户到今天还没让去面签??密码器我挂失了到时面签再补一个??没有的话就看U盾能不能开...,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O,2,
可惜去年把白麒麟销了，现在得等满1年重新申请了。销卡一时爽，拒你没话讲:'(,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ O O O O O O O,2,工商银行
直接刷公交进账？这是什么操作这么牛,O O O O O O O O O O O O O O O O B-COMMENTS_ADJ,2,
苹果pay吗？怎么个风控法,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2,建设银行
大神求姿势啊~~,O O O O O O O O,2,招商银行
比我快，我3月8卡员办的，现在都查不到。,O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O,2,民生银行
你如果借了就是45万征信,O O O O O O O O O O B-PRODUCT I-PRODUCT,2,民生银行
有用，你买了2万多少次了？你没问他,O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O,2,工商银行
我也是收到这样的信息，然后等收到卡还要去银行激活吗？,O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O,2,中国银行
带扫码功能的小动物,O O O O O O O O O,2,建设银行
路径在哪里？我都没找到,O O O O O O O O O O O,2,招商银行
差不多，额度基本10%的样子,B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_N I-COMMENTS_N O O O O O O O O,2,工商银行
我能等半年，看看会不会自动解封吗？？？,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O,2,招商银行
我这没有打电话给我，公司不知道有没有，下午突然短信通知过了，然后寄过来还得10天左右，额度应该蛮高的,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ O,2,
原本以为信用卡办理的，就是还到信用卡里。,O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O,2,招商银行
就是这酒！,O O O O O,2,民生银行
那你再还一分看看，有没有变化,O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,
哇啊哦~~不下都不行了这么多钱，再拿个20以上的车进件稳稳的:lol,O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O,2,招商银行
是你让给你推荐银联的,O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2,招商银行
10w以上的起批额度还差不多,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2,交通银行
上次拿到了吗,O O O O O O,2,招商银行
早就解封了，平安的还是靠谱的,O O O O O O B-BANK I-BANK O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,
这么丑的吗??我也18年下3000??销卡去年跟风下了2w,O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O,2,
这卡号花了不少钱吧……，办个信用卡,O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT,2,
很多一二三线城市都要双六星才能开理财白金卡，如果没双六星就得搬砖！我跟理财经理是微信好友，也去了她...,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O,2,工商银行
0点一过就可以点,O O O O O O O O,2,招商银行
没有财力。驾照可以吗？???这样额度也会高点吧,O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ O O,2,
看起来快不行了。,O O O B-COMMENTS_ADJ B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2,交通银行
对额度有影响嘛,O B-COMMENTS_N I-COMMENTS_N O O O O,2,建设银行
别问，一旦问了，还会冻结卡。旁击侧敲了下是触发民生风控了。就是额度10万。可用余额一直低于1000元。哪怕你有钱一次还5000元，但是可用余额依然低于1000元！我就...,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O B-BANK I-BANK O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O,2,民生银行
这是不是黑屋呀，出来是不是额度还是很低,O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,
矿同码，流水不足或负债过高,O O O O B-COMMENTS_N I-COMMENTS_N O O O B-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ,2,建设银行
这种没改名的大号，是不是机器人啊？绝逼是，见到好几个。水水水。坑私人,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2,
广州为啥不申请广百白金卡,B-BANK I-BANK O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT,2,工商银行
做了5万现金分期，这个固定额度不知何时冒出来的，有什么用吗？,O O O O O O B-PRODUCT I-PRODUCT O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O,2,民生银行
对，当时没看懂?只是晚了几天?忘记还了，打完,O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O,2,工商银行
请问你是先填写个性化分期表后再付首付的吗？,O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O,2,中信银行
爱了爱了，开心的,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,
有房贷征信上能查到吧，或许房产证还能有些用，发票不一定能行，我昨天工行首卡也拒了，也想着重新去线下提供购房发票试试，感觉有点靠不住...,O B-PRODUCT I-PRODUCT B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O,0,建设银行
他行信用卡流水行吗？一个月要多少合适,O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2,建设银行
400转人工问，就说已经面签核发了，我压根就没收到，郁闷,O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,
我是今天第一天！以前让我分期都是95559电话！今天这电话跟诈骗号似的，还一会儿一变！,O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O,0,交通银行
我去。。。那不跟给银行利息一样么反正都是花钱,O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O,2,工商银行
打信用卡客服电话协商吧,O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O,2,建设银行
固定到顶了，提不了，用不用临时都无所谓了,O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O,2,建设银行
没钱存，还是算了,O O O O O O O O,2,招商银行
下卡一年，才破首提，这个月还来临时了，不出意外2个月后能提固。授权那个我是关了的，,B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O,2,民生银行
这个可以直接刷卡消费吗,O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O,2,建设银行
留个火种吧,O O O O O,2,中国银行
他不会二卡给你申了白金吧，,O O O O O O O O O B-PRODUCT I-PRODUCT O O,2,招商银行
9行？大几率拒,O O O O O O B-COMMENTS_ADJ,2,建设银行
幼稚啊大佬,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,2,招商银行
跟白送一样，羡慕。我的18年上半年的建行房贷，上浮85基点。差一年就差好多,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2,农业银行
找着了吗,O O O O,2,交通银行
招行要上门的。,B-BANK I-BANK O O O O O,2,
快递员打电话给你的时候就说出差了或者回老家了叫他重新给你寄,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2,招商银行
卖屁股,O O O,2,交通银行
有点坑啊,O O B-COMMENTS_ADJ O,2,中信银行
看你自己的需求了，也可两个都申请。额度不会低的,O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ O,2,
我也是这样，你问客服了吗,O O O O O O O O O O O O,2,民生银行
C:\Users\Administrator\Desktop,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2,招商银行
应该是不管共不共享，只能2选一，不能下2个吧,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O,2,民生银行
提额了告诉我一声谢谢啊,B-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,民生银行
是不是呀，买银行的理财还是要用心选的,O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O,2,
怎么激活，看不到有效期以及安全码,O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O,2,中国银行
第三个账单起一直有分期，两三千的分三期，到期了接着分，我的中国风标白，6期账单时候申过精英白，秒拒...,O O O B-COMMENTS_N I-COMMENTS_N O O O O B-PRODUCT I-PRODUCT O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ O O O,2,民生银行
相关性不明显,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2,招商银行
还是养好？,O O O B-COMMENTS_ADJ O,2,中国银行
试到我都不想试了，呼，直接注销吧,O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2,
你可批下来吗？还是拒绝了？我的到现在还在审核中,O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2,中国银行
试下提固定，万一有惊喜呢,O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,建设银行
什么单位啊？这都管，太严格了吧,O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2,
提供了什么资料？,O O O O O O O O,2,建设银行
老哥还有哪个银行可以这样找卡员的,O O O O O O O O O O O O O O O O,2,民生银行
网点工作人员说十五个工作日左右才能到网点，不过你这额度确实高还是首卡，啥资质啊,O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ O O B-PRODUCT I-PRODUCT O O O O O,2,工商银行
行卡但是不能,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,建设银行
我逾期多久了？我已经过期4个月了。兄弟，你逾期多久了？到你家来没看到你在门后应该没事。,O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O,2,中信银行
等快递员给你派送的时候让他帮你签收，再转寄，这样虽然麻烦，但是也可以搞定,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2,
数一数，看下我有多少信用卡,O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT,2,
e借跟信用卡额度一样，怎么提额,O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_N I-COMMENTS_N,2,工商银行
。。。。。。我一次有这么多钱还玩这个，脑子进水，有病么,O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,
征信上应该会有一个租赁审批,B-PRODUCT I-PRODUCT O O O O O O O O O B-COMMENTS_N I-COMMENTS_N,2,工商银行
不知道啊，我是民生银行啊,O O O O O O O B-BANK I-BANK I-BANK I-BANK O,2,
肯定要，tb代发就是了，500砖，1000砖去哪里搬啊，大哥，急求,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O,2,
金卡到10万再说呀,B-PRODUCT I-PRODUCT O O O O O O O,2,中信银行
优秀?有短信邀请，开户半个月了还没发卡?打电话给网点,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O,2,工商银行
还没有，银行叫我把网贷还清，你审核了多久放款了吗,O O O O O O O O O B-PRODUCT I-PRODUCT O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O,2,中国银行
复制一老哥的,O O O O O O,2,工商银行
银行没收了。工作人员当做辛苦费了。你要不回来了，强行要送你吃国家饭，坑不坑,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O B-COMMENTS_ADJ,2,
点进去看了一下，这利率吓人,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O,2,民生银行
低于1000的闪付一直没有积分啊,B-COMMENTS_ADJ O O O O O O B-PRODUCT I-PRODUCT O O O O B-PRODUCT I-PRODUCT O,2,工商银行
刚刚看融易借15.3，,O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O,2,工商银行
现在老农变了，以前刷得越厉害提得越快，现在相反，我的天天刷推荐都没有，我老婆的一个月在超市用几十元，反而提了，现在推荐临时又出来了...,O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2,农业银行
